Dist	TrNo	Zone	X,m	Y,m	Alt, m	TD, ns	Hice, m	Bed,m
13391,562	2154	33X	517732,6591	8552112,294	177,9243	385	32,34	145,5843
13400,503	2155	33X	517727,0761	8552105,335	175,8252	395	33,18	142,6452
13409,235	2156	33X	517721,6234	8552098,538	174,509	410	34,44	140,069
13417,832	2157	33X	517716,2601	8552091,84	173,2217	425	35,7	137,5217
13426,443	2158	33X	517710,9001	8552085,122	171,2042	445	37,38	133,8242
13435,214	2159	33X	517705,4574	8552078,262	169,9472	470	39,48	130,4672
13444,219	2160	33X	517699,8905	8552071,201	167,9445	495	41,58	126,3645
13453,234	2161	33X	517694,336	8552064,119	165,952	515	43,26	122,692
13461,955	2162	33X	517688,9752	8552057,255	164,7287	540	45,36	119,3687
13470,084	2163	33X	517683,9893	8552050,851	162,7834	565	47,46	115,3234
13477,428	2164	33X	517679,4939	8552045,058	161,6216	585	49,14	112,4816
13484,238	2165	33X	517675,3416	8552039,674	159,7337	610	51,24	108,4937
13490,875	2166	33X	517671,3197	8552034,408	157,8571	630	52,92	104,9371
13497,698	2167	33X	517667,2151	8552028,971	156,7285	655	55,02	101,7085
13505,068	2168	33X	517662,8148	8552023,072	155,5853	680	57,12	98,4653
13513,235	2169	33X	517657,9709	8552016,51	154,4173	700	58,8	95,6173
13522,007	2170	33X	517652,7952	8552009,441	153,2269	725	60,9	92,3269
13531,082	2171	33X	517647,4642	8552002,111	152,0195	750	63	89,0195
13540,156	2172	33X	517642,1547	8551994,767	151,5502	770	64,68	86,8702
13549,003	2173	33X	517636,9983	8551987,594	150,3235	795	66,78	83,5435
13557,696	2174	33X	517631,9462	8551980,536	149,839	815	68,46	81,379
13566,384	2175	33X	517626,9047	8551973,478	148,5955	835	70,14	78,4555
13575,215	2176	33X	517621,7798	8551966,303	148,0919	855	71,82	76,2719
13584,264	2177	33X	517616,5229	8551958,956	146,8289	875	73,5	73,3289
13593,305	2178	33X	517611,2656	8551951,618	146,3154	900	75,6	70,7154
13602,038	2179	33X	517606,1845	8551944,534	145,8122	920	77,28	68,5322
13610,162	2180	33X	517601,4563	8551937,946	145,3304	940	78,96	66,3704
13617,485	2181	33X	517597,1957	8551932,007	144,8759	960	80,64	64,2359
13624,252	2182	33X	517593,2693	8551926,513	145,1843	980	82,32	62,8643
13630,816	2183	33X	517589,4815	8551921,17	144,7364	1000	84	60,7364
13637,531	2184	33X	517585,6369	8551915,686	144,2628	1020	85,68	58,5828
13644,749	2185	33X	517581,5399	8551909,766	144,4943	1045	87,78	56,7143
13652,717	2186	33X	517577,057	8551903,203	144,668	1065	89,46	55,208
13661,254	2187	33X	517572,3016	8551896,141	144,0465	1080	90,72	53,3265
13670,072	2188	33X	517567,4494	8551888,807	144,1489	1100	92,4	51,7489
13678,882	2189	33X	517562,6758	8551881,431	144,2442	1120	94,08	50,1642
13687,468	2190	33X	517558,1179	8551874,183	145,0951	1135	95,34	49,7551
13695,904	2191	33X	517553,7598	8551866,99	145,189	1155	97,02	48,169
13704,333	2192	33X	517549,5475	8551859,722	146,007	1175	98,7	47,307
13712,9	2193	33X	517545,4266	8551852,246	146,7801	1190	99,96	46,8201
13721,681	2194	33X	517541,3701	8551844,497	147,4976	1210	101,64	45,8576
13730,462	2195	33X	517537,4589	8551836,678	148,1815	1230	103,32	44,8615
13738,955	2196	33X	517533,8011	8551829,057	148,8616	1250	105	43,8616
13746,872	2197	33X	517530,5045	8551821,902	149,5683	1265	106,26	43,3083
13754,031	2198	33X	517527,6384	8551815,385	150,3194	1285	107,94	42,3794
13760,672	2199	33X	517525,1168	8551809,285	150,3349	1300	109,2	41,1349
13767,142	2200	33X	517522,815	8551803,287	151,0727	1320	110,88	40,1927
13773,79	2201	33X	517520,6082	8551797,071	151,7405	1340	112,56	39,1805
13780,962	2202	33X	517518,3717	8551790,322	152,2963	1355	113,82	38,4763
13788,902	2203	33X	517516,0184	8551782,817	151,9612	1375	115,5	36,4612
13797,444	2204	33X	517513,6118	8551774,709	152,2601	1395	117,18	35,0801
13806,32	2205	33X	517511,253	8551766,249	152,4809	1410	118,44	34,0409
13815,263	2206	33X	517509,0432	8551757,685	151,9117	1430	120,12	31,7917
13824,059	2207	33X	517507,0608	8551749,217	152,0842	1450	121,8	30,2842
13832,707	2208	33X	517505,2942	8551740,857	152,2538	1460	122,64	29,6138
13841,252	2209	33X	517503,7089	8551732,567	152,4192	1470	123,48	28,9392
13849,741	2210	33X	517502,2706	8551724,309	151,8294	1480	124,32	27,5094
13858,22	2211	33X	517500,9497	8551716,042	151,2347	1490	125,16	26,0747
13866,735	2212	33X	517499,7358	8551707,722	151,3915	1505	126,42	24,9715
13875,336	2213	33X	517498,623	8551699,297	150,8077	1515	127,26	23,5477
13884,072	2214	33X	517497,6058	8551690,721	150,9912	1525	128,1	22,8912
13892,94	2215	33X	517496,6793	8551681,996	150,4537	1535	128,94	21,5137
13901,729	2216	33X	517495,8424	8551673,334	149,9722	1545	129,78	20,1922
13910,175	2217	33X	517495,095	8551664,999	150,3278	1555	130,62	19,7078
13918,015	2218	33X	517494,4368	8551657,255	150,0514	1570	131,88	18,1714
13925,083	2219	33X	517493,8621	8551650,267	149,9113	1580	132,72	17,1913
13931,612	2220	33X	517493,3426	8551643,806	150,6253	1585	133,14	17,4853
13937,937	2221	33X	517492,8444	8551637,543	150,6486	1595	133,98	16,6686
13944,389	2222	33X	517492,3335	8551631,15	151,4363	1605	134,82	16,6163
13951,301	2223	33X	517491,776	8551624,301	151,4437	1615	135,66	15,7837
13958,905	2224	33X	517491,1473	8551616,766	151,3893	1620	136,08	15,3093
13967,021	2225	33X	517490,46	8551608,724	152,0454	1630	136,92	15,1254
13975,369	2226	33X	517489,7362	8551600,449	151,9477	1640	137,76	14,1877
13983,671	2227	33X	517488,9976	8551592,221	151,8818	1645	138,18	13,7018
13991,716	2228	33X	517488,2622	8551584,246	152,6249	1655	139,02	13,6049
13999,579	2229	33X	517487,5315	8551576,448	152,6699	1665	139,86	12,8099
14007,406	2230	33X	517486,8029	8551568,684	152,7511	1670	140,28	12,4711
14015,342	2231	33X	517486,0737	8551560,808	152,8529	1680	141,12	11,7329
14023,464	2232	33X	517485,3458	8551552,744	152,9643	1690	141,96	11,0043
14031,572	2233	33X	517484,6385	8551544,691	153,0926	1695	142,38	10,7126
14039,399	2234	33X	517483,9757	8551536,915	153,2499	1695	142,38	10,8699
14046,676	2235	33X	517483,3811	8551529,683	152,6981	1700	142,8	9,8981
14053,235	2236	33X	517482,872	8551523,163	152,9427	1705	143,22	9,7227
14059,301	2237	33X	517482,44	8551517,132	153,2127	1710	143,64	9,5727
14065,198	2238	33X	517482,0701	8551511,266	153,4805	1715	144,06	9,4205
14071,252	2239	33X	517481,7474	8551505,242	153,7185	1720	144,48	9,2385
14077,788	2240	33X	517481,4568	8551498,738	153,899	1720	144,48	9,419
14085,031	2241	33X	517481,1886	8551491,528	154,0028	1725	144,9	9,1028
14092,814	2242	33X	517480,9535	8551483,781	154,0442	1730	145,32	8,7242
14100,87	2243	33X	517480,7673	8551475,763	153,2957	1735	145,74	7,5557
14108,931	2244	33X	517480,6459	8551467,738	153,2799	1740	146,16	7,1199
14116,799	2245	33X	517480,601	8551459,908	153,2629	1740	146,16	7,1029
14124,539	2246	33X	517480,6276	8551452,208	153,2352	1740	146,16	7,0752
14132,282	2247	33X	517480,7167	8551444,507	153,1813	1740	146,16	7,0213
14140,16	2248	33X	517480,8592	8551436,675	153,0853	1740	146,16	6,9253
14148,239	2249	33X	517481,045	8551428,648	152,9401	1740	146,16	6,7801
14156,318	2250	33X	517481,2604	8551420,624	152,7732	1740	146,16	6,6132
14164,129	2251	33X	517481,4904	8551412,869	152,621	1740	146,16	6,461
14171,405	2252	33X	517481,7203	8551405,647	152,5196	1740	146,16	6,3596
14177,977	2253	33X	517481,9386	8551399,124	152,4933	1740	146,16	6,3333
14184,068	2254	33X	517482,1476	8551393,08	152,5187	1740	146,16	6,3587
14190	2255	33X	517482,3527	8551387,193	152,5601	1740	146,16	6,4001
14196,095	2256	33X	517482,5596	8551381,146	152,5823	1740	146,16	6,4223
14202,674	2257	33X	517482,7738	8551374,617	152,5497	1740	146,16	6,3897
14209,96	2258	33X	517482,9972	8551367,386	152,4373	1740	146,16	6,2773
14217,782	2259	33X	517483,2174	8551359,622	152,2616	1745	146,58	5,6816
14225,869	2260	33X	517483,418	8551351,594	152,0498	1745	146,58	5,4698
14233,953	2261	33X	517483,583	8551343,571	151,8287	1745	146,58	5,2487
14241,83	2262	33X	517483,6989	8551335,753	151,618	1745	146,58	5,038
14249,566	2263	33X	517483,7632	8551328,078	152,1573	1745	146,58	5,5773
14257,292	2264	33X	517483,7762	8551320,414	151,9288	1745	146,58	5,3488
14265,14	2265	33X	517483,738	8551312,631	151,6648	1745	146,58	5,0848
14273,178	2266	33X	517483,651	8551304,664	151,357	1745	146,58	4,777
14281,205	2267	33X	517483,5258	8551296,709	151,0349	1745	146,58	4,4549
14288,959	2268	33X	517483,3749	8551289,028	150,7376	1745	146,58	4,1576
14296,174	2269	33X	517483,211	8551281,882	150,5044	1745	146,58	3,9244
14302,684	2270	33X	517483,045	8551275,436	151,111	1745	146,58	4,531
14308,711	2271	33X	517482,8816	8551269,469	151,031	1745	146,58	4,451
14314,573	2272	33X	517482,7236	8551263,664	150,9747	1745	146,58	4,3947
14320,591	2273	33X	517482,5741	8551257,704	150,9023	1745	146,58	4,3223
14327,084	2274	33X	517482,4359	8551251,272	150,7743	1745	146,58	4,1943
14334,274	2275	33X	517482,3145	8551244,148	151,3117	1745	146,58	4,7317
14341,989	2276	33X	517482,2253	8551236,503	151,0294	1745	146,58	4,4494
14349,963	2277	33X	517482,1861	8551228,602	150,703	1745	146,58	4,123
14357,927	2278	33X	517482,2146	8551220,713	150,3583	1745	146,58	3,7783
14365,682	2279	33X	517482,3302	8551213,037	150,7645	1745	146,58	4,1845
14373,299	2280	33X	517482,5584	8551205,503	150,4157	1745	146,58	3,8357
14380,916	2281	33X	517482,9261	8551197,977	150,0494	1745	146,58	3,4694
14388,675	2282	33X	517483,4603	8551190,321	149,6532	1745	146,58	3,0732
14396,65	2283	33X	517484,1749	8551182,467	149,9732	1745	146,58	3,3932
14404,643	2284	33X	517485,0313	8551174,608	149,5392	1745	146,58	2,9592
14412,39	2285	33X	517485,9782	8551167,006	149,1395	1745	146,58	2,5595
14419,622	2286	33X	517486,964	8551159,923	148,8124	1745	146,58	2,2324
14426,17	2287	33X	517487,9521	8551153,524	148,583	1745	146,58	2,003
14432,256	2288	33X	517488,966	8551147,592	148,4246	1745	146,58	1,8446
14438,196	2289	33X	517490,0442	8551141,817	148,297	1745	146,58	1,717
14444,309	2290	33X	517491,225	8551135,886	147,4102	1745	146,58	0,8302
14450,909	2291	33X	517492,547	8551129,487	147,2244	1745	146,58	0,6444
14458,216	2292	33X	517494,0309	8551122,403	146,9654	1745	146,58	0,3854
14466,057	2293	33X	517495,6271	8551114,797	146,6726	1745	146,58	0,0926
14474,162	2294	33X	517497,2681	8551106,927	146,4014	1740	146,16	0,2414
14482,26	2295	33X	517498,8865	8551099,048	146,2069	1740	146,16	0,0469
14490,146	2296	33X	517500,4209	8551091,357	146,1333	1740	146,16	-0,0267
14497,864	2297	33X	517501,8335	8551083,802	145,4288	1735	145,74	-0,3112
14505,524	2298	33X	517503,0926	8551076,27	145,5806	1735	145,74	-0,1594
14513,236	2299	33X	517504,1662	8551068,649	145,0756	1735	145,74	-0,6644
14521,058	2300	33X	517505,029	8551060,887	144,6508	1735	145,74	-1,0892
14528,805	2301	33X	517505,6809	8551053,176	144,2922	1730	145,32	-1,0278
14536,231	2302	33X	517506,1284	8551045,769	144,7358	1730	145,32	-0,5842
14543,09	2303	33X	517506,378	8551038,921	144,4674	1730	145,32	-0,8526
14549,222	2304	33X	517506,4302	8551032,793	144,2205	1725	144,9	-0,6795
14554,837	2305	33X	517506,2626	8551027,187	143,9676	1725	144,9	-0,9324
14560,237	2306	33X	517505,8466	8551021,81	144,4288	1725	144,9	-0,4712
14565,73	2307	33X	517505,1541	8551016,373	144,8243	1725	144,9	-0,0757
14571,62	2308	33X	517504,1567	8551010,585	145,1241	1725	144,9	0,2241
14578,122	2309	33X	517502,8349	8551004,244	145,3077	1720	144,48	0,8277
14585,089	2310	33X	517501,2047	8550997,504	145,3927	1720	144,48	0,9127
14592,283	2311	33X	517499,2913	8550990,608	145,4058	1720	144,48	0,9258
14599,472	2312	33X	517497,1196	8550983,799	145,3741	1720	144,48	0,8941
14606,486	2313	33X	517494,7125	8550977,26	145,3243	1720	144,48	0,8443
14613,385	2314	33X	517492,0845	8550970,931	145,2824	1720	144,48	0,8024
14620,281	2315	33X	517489,248	8550964,691	145,2743	1720	144,48	0,7943
14627,282	2316	33X	517486,2155	8550958,42	144,5759	1720	144,48	0,0959
14634,435	2317	33X	517483,0189	8550952,05	143,9596	1720	144,48	-0,5204
14641,56	2318	33X	517479,7685	8550945,731	143,4334	1715	144,06	-0,6266
14648,421	2319	33X	517476,5939	8550939,664	143,0018	1715	144,06	-1,0582
14654,778	2320	33X	517473,6249	8550934,053	142,6693	1715	144,06	-1,3907
14660,478	2321	33X	517470,9522	8550929,024	142,4359	1715	144,06	-1,6241
14665,704	2322	33X	517468,5105	8550924,406	142,2822	1715	144,06	-1,7778
14670,723	2323	33X	517466,1952	8550919,954	142,1845	1715	144,06	-1,8755
14675,803	2324	33X	517463,902	8550915,422	142,119	1715	144,06	-1,941
14681,211	2325	33X	517461,5263	8550910,563	142,0617	1715	144,06	-1,9983
14687,136	2326	33X	517459,0002	8550905,204	141,9917	1710	143,64	-1,6483
14693,442	2327	33X	517456,4016	8550899,459	141,8995	1710	143,64	-1,7405
14699,915	2328	33X	517453,8449	8550893,514	141,7786	1705	143,22	-1,4414
14706,341	2329	33X	517451,4442	8550887,556	141,6222	1705	143,22	-1,5978
14712,566	2330	33X	517449,2843	8550881,72	141,4251	1700	142,8	-1,3749
14718,66	2331	33X	517447,3312	8550875,953	141,9365	1700	142,8	-0,8635
14724,746	2332	33X	517445,521	8550870,149	141,657	1695	142,38	-0,723
14730,944	2333	33X	517443,79	8550864,206	141,3371	1695	142,38	-1,0429
14737,32	2334	33X	517442,0907	8550858,071	140,9814	1690	141,96	-0,9786
14743,715	2335	33X	517440,4407	8550851,903	141,3612	1690	141,96	-0,5988
14749,919	2336	33X	517438,8738	8550845,911	141,0019	1685	141,54	-0,5381
14755,718	2337	33X	517437,4238	8550840,306	140,6787	1685	141,54	-0,8613
14760,977	2338	33X	517436,1033	8550835,222	140,41	1680	141,12	-0,71
14765,877	2339	33X	517434,8403	8550830,493	140,9363	1680	141,12	-0,1837
14770,675	2340	33X	517433,5416	8550825,879	140,7411	1675	140,7	0,0411
14775,631	2341	33X	517432,1138	8550821,136	140,5579	1675	140,7	-0,1421
14781,006	2342	33X	517430,4638	8550816,024	140,3701	1670	140,28	0,0901
14786,983	2343	33X	517428,5211	8550810,375	140,9114	1670	140,28	0,6314
14793,439	2344	33X	517426,3062	8550804,316	140,6665	1670	140,28	0,3865
14800,175	2345	33X	517423,8624	8550798,046	140,3702	1670	140,28	0,0902
14806,992	2346	33X	517421,2331	8550791,767	140,0073	1665	139,86	0,1473
14813,736	2347	33X	517418,454	8550785,638	139,5659	1665	139,86	-0,2941
14820,41	2348	33X	517415,5311	8550779,66	139,0465	1665	139,86	-0,8135
14827,055	2349	33X	517412,463	8550773,797	139,203	1660	139,44	-0,237
14833,709	2350	33X	517409,2481	8550768,008	138,5391	1660	139,44	-0,9009
14840,413	2351	33X	517405,8835	8550762,255	137,8117	1660	139,44	-1,6283
14847,21	2352	33X	517402,3604	8550756,495	137,0392	1655	139,02	-1,9808
14854,142	2353	33X	517398,6684	8550750,682	136,2431	1655	139,02	-2,7769
14861,252	2354	33X	517394,7975	8550744,772	135,4447	1650	138,6	-3,1553
14868,535	2355	33X	517390,7642	8550738,758	134,666	1650	138,6	-3,934
14875,804	2356	33X	517386,6928	8550732,78	133,9305	1645	138,18	-4,2495
14882,826	2357	33X	517382,7345	8550727,02	134,0126	1640	137,76	-3,7474
14889,365	2358	33X	517379,0406	8550721,654	133,4364	1635	137,34	-3,9036
14895,274	2359	33X	517375,7142	8550716,793	132,9673	1630	136,92	-3,9527
14900,738	2360	33X	517372,6661	8550712,274	132,5867	1625	136,5	-3,9133
14906,032	2361	33X	517369,7592	8550707,861	132,267	1625	136,5	-4,233
14911,427	2362	33X	517366,8562	8550703,323	131,9807	1625	136,5	-4,5193
14917,197	2363	33X	517363,8199	8550698,425	131,7005	1625	136,5	-4,7995
14923,53	2364	33X	517360,5601	8550693,003	131,4035	1625	136,5	-5,0965
14930,28	2365	33X	517357,1745	8550687,172	131,0856	1625	136,5	-5,4144
14937,217	2366	33X	517353,808	8550681,116	130,7474	1620	136,08	-5,3326
14944,114	2367	33X	517350,6054	8550675,018	130,3894	1620	136,08	-5,6906
14950,804	2368	33X	517347,6768	8550669,015	130,0127	1620	136,08	-6,0673
14957,352	2369	33X	517344,9932	8550663,055	129,6203	1620	136,08	-6,4597
14963,882	2370	33X	517342,4912	8550657,037	129,2156	1620	136,08	-6,8644
14970,514	2371	33X	517340,1072	8550650,862	128,8021	1620	136,08	-7,2779
14977,312	2372	33X	517337,7955	8550644,483	128,3851	1625	136,5	-8,1149
14984,109	2373	33X	517335,5819	8550638,07	127,9766	1630	136,92	-8,9434
14990,682	2374	33X	517333,5103	8550631,843	127,5905	1635	137,34	-9,7495
14996,806	2375	33X	517331,6245	8550626,027	127,2408	1635	137,34	-10,0992
15002,34	2376	33X	517329,9433	8550620,764	126,9373	1640	137,76	-10,8227
15007,471	2377	33X	517328,3857	8550615,882	126,6754	1645	138,18	-11,5046
15012,472	2378	33X	517326,846	8550611,129	126,4462	1645	138,18	-11,7338
15017,615	2379	33X	517325,2184	8550606,255	126,2412	1650	138,6	-12,3588
15023,173	2380	33X	517323,397	8550601,007	126,0516	1655	139,02	-12,9684
15029,336	2381	33X	517321,3043	8550595,213	125,8687	1655	139,02	-13,1513
15035,957	2382	33X	517318,976	8550589,018	125,6838	1665	139,86	-14,1762
15042,806	2383	33X	517316,4762	8550582,644	125,4879	1670	140,28	-14,7921
15049,654	2384	33X	517313,869	8550576,315	125,2722	1675	140,7	-15,4278
15056,331	2385	33X	517311,1999	8550570,2	125,027	1685	141,54	-16,513
15062,897	2386	33X	517308,4405	8550564,249	124,7388	1690	141,96	-17,2212
15069,468	2387	33X	517305,544	8550558,361	124,3933	1695	142,38	-17,9867
15076,162	2388	33X	517302,4636	8550552,432	123,9761	1705	143,22	-19,2439
15083,04	2389	33X	517299,1823	8550546,408	124,2317	1710	143,64	-19,4083
15089,931	2390	33X	517295,8027	8550540,427	123,6898	1715	144,06	-20,3702
15096,608	2391	33X	517292,4568	8550534,676	123,139	1725	144,9	-21,761
15102,84	2392	33X	517289,2772	8550529,341	122,6178	1730	145,32	-22,7022
15108,481	2393	33X	517286,3541	8550524,538	122,1563	1735	145,74	-23,5837
15113,719	2394	33X	517283,6099	8550520,095	121,7504	1740	146,16	-24,4096
15118,824	2395	33X	517280,9253	8550515,769	121,3874	1750	147	-25,6126
15124,066	2396	33X	517278,1807	8550511,314	120,3046	1755	147,42	-27,1154
15129,718	2397	33X	517275,2566	8550506,489	119,9893	1760	147,84	-27,8507
15135,965	2398	33X	517272,0766	8550501,12	119,6819	1770	148,68	-28,9981
15142,658	2399	33X	517268,7361	8550495,327	118,6347	1775	149,1	-30,4653
15149,566	2400	33X	517265,374	8550489,3	118,3527	1785	149,94	-31,5873
15156,455	2401	33X	517262,1286	8550483,229	117,3413	1790	150,36	-33,0187
15163,153	2402	33X	517259,1099	8550477,254	117,0999	1800	151,2	-34,1001
15169,723	2403	33X	517256,3129	8550471,314	117,6047	1810	152,04	-34,4353
15176,288	2404	33X	517253,7038	8550465,297	117,3262	1815	152,46	-35,1338
15182,97	2405	33X	517251,2487	8550459,091	117,7349	1820	152,88	-35,1451
15189,838	2406	33X	517248,9268	8550452,642	117,3102	1825	153,3	-35,9898
15196,724	2407	33X	517246,7689	8550446,121	117,5675	1830	153,72	-36,1525
15203,401	2408	33X	517244,8186	8550439,758	117,031	1835	154,14	-37,109
15209,64	2409	33X	517243,1196	8550433,78	117,2252	1840	154,56	-37,3348
15215,296	2410	33X	517241,6959	8550428,335	116,6698	1845	154,98	-38,3102
15220,563	2411	33X	517240,4923	8550423,236	116,8672	1850	155,4	-38,5328
15225,724	2412	33X	517239,4342	8550418,216	116,315	1855	155,82	-39,505
15231,057	2413	33X	517238,4466	8550413,004	116,5111	1860	156,24	-39,7289
15236,841	2414	33X	517237,4547	8550407,334	115,9534	1865	156,66	-40,7066
15243,266	2415	33X	517236,4002	8550401,02	116,1448	1875	157,5	-41,3552
15250,18	2416	33X	517235,2903	8550394,217	115,6096	1880	157,92	-42,3104
15257,343	2417	33X	517234,1488	8550387,162	115,8775	1890	158,76	-42,8825
15264,515	2418	33X	517232,9995	8550380,094	115,4778	1900	159,6	-44,1222
15271,514	2419	33X	517231,8539	8550373,196	115,9315	1910	160,44	-44,5085
15278,383	2420	33X	517230,6748	8550366,432	115,7246	1920	161,28	-45,5554
15285,222	2421	33X	517229,4129	8550359,712	115,5843	1930	162,12	-46,5357
15292,131	2422	33X	517228,0191	8550352,945	116,2379	1940	162,96	-46,7221
15299,159	2423	33X	517226,4637	8550346,092	116,1642	1950	163,8	-47,6358
15306,139	2424	33X	517224,7967	8550339,314	116,0973	1960	164,64	-48,5427
15312,85	2425	33X	517223,0877	8550332,825	116,0226	1965	165,06	-49,0374
15319,07	2426	33X	517221,4064	8550326,837	116,6757	1985	166,74	-50,0643
15324,661	2427	33X	517219,7978	8550321,484	116,5454	2000	168	-51,4546
15329,814	2428	33X	517218,2087	8550316,584	116,3833	2015	169,26	-52,8767
15334,806	2429	33X	517216,5612	8550311,876	116,1948	2030	170,52	-54,3252
15339,911	2430	33X	517214,7775	8550307,098	116,7347	2050	172,2	-55,4653
15345,402	2431	33X	517212,7796	8550301,988	116,5082	2055	172,62	-56,1118
15351,469	2432	33X	517210,5177	8550296,363	116,2706	2065	173,46	-57,1894
15357,971	2433	33X	517208,0543	8550290,351	116,0274	2075	174,3	-58,2726
15364,683	2434	33X	517205,4795	8550284,157	116,5346	2080	174,72	-58,1854
15371,382	2435	33X	517202,8839	8550277,986	116,2981	2090	175,56	-59,2619
15377,899	2436	33X	517200,3407	8550271,99	116,0712	2100	176,4	-60,3288
15384,291	2437	33X	517197,8545	8550266,105	115,8469	2110	177,24	-61,3931
15390,672	2438	33X	517195,4129	8550260,214	116,3661	2115	177,66	-61,2939
15397,156	2439	33X	517193,0036	8550254,201	116,1192	2125	178,5	-62,3808
15403,801	2440	33X	517190,6271	8550248	115,8508	2130	178,92	-63,0692
15410,451	2441	33X	517188,3364	8550241,764	116,3209	2130	178,92	-62,5991
15416,889	2442	33X	517186,1973	8550235,698	116,0432	2135	179,34	-63,2968
15422,902	2443	33X	517184,276	8550230,006	115,7816	2135	179,34	-63,5584
15428,355	2444	33X	517182,6148	8550224,818	115,5459	2140	179,76	-64,2141
15433,43	2445	33X	517181,1615	8550219,96	116,0798	2145	180,18	-64,1002
15438,39	2446	33X	517179,8407	8550215,183	115,873	2145	180,18	-64,307
15443,499	2447	33X	517178,5767	8550210,238	115,6651	2150	180,6	-64,9349
15449,017	2448	33X	517177,2937	8550204,876	116,196	2155	181,02	-64,824
15455,127	2449	33X	517175,9365	8550198,922	115,9583	2160	181,44	-65,4817
15461,697	2450	33X	517174,5311	8550192,509	115,7074	2165	181,86	-66,1526
15468,516	2451	33X	517173,1237	8550185,843	116,2014	2170	182,28	-66,0786
15475,371	2452	33X	517171,7607	8550179,129	115,9488	2175	182,7	-66,7512
15482,091	2453	33X	517170,4769	8550172,537	115,7085	2180	183,12	-67,4115
15488,668	2454	33X	517169,2618	8550166,077	116,2419	2185	183,54	-67,2981
15495,132	2455	33X	517168,0933	8550159,722	116,0612	2190	183,96	-67,8988
15501,515	2456	33X	517166,9494	8550153,443	115,9285	2195	184,38	-68,4515
15507,849	2457	33X	517165,8067	8550147,214	116,6021	2200	184,8	-68,1979
15514,167	2458	33X	517164,6354	8550141,005	116,5752	2205	185,22	-68,6448
15520,503	2459	33X	517163,4043	8550134,79	116,5873	2210	185,64	-69,0527
15526,891	2460	33X	517162,0821	8550128,541	117,378	2215	186,06	-68,682
15533,33	2461	33X	517160,6521	8550122,263	117,4365	2220	186,48	-69,0435
15539,677	2462	33X	517159,1555	8550116,096	117,5018	2225	186,9	-69,3982
15545,75	2463	33X	517157,6479	8550110,213	118,3128	2230	187,32	-69,0072
15551,368	2464	33X	517156,1849	8550104,789	118,3582	2235	187,74	-69,3818
15556,423	2465	33X	517154,8021	8550099,927	119,1302	2240	188,16	-69,0298
15561,091	2466	33X	517153,4545	8550095,457	119,1344	2245	188,58	-69,4456
15565,622	2467	33X	517152,0773	8550091,14	119,8795	2250	189	-69,1205
15570,266	2468	33X	517150,6054	8550086,737	119,8743	2250	189	-69,1257
15575,269	2469	33X	517148,9739	8550082,007	119,8778	2255	189,42	-69,5422
15580,806	2470	33X	517147,1406	8550076,782	120,6466	2260	189,84	-69,1934
15586,75	2471	33X	517145,1542	8550071,18	120,6792	2265	190,26	-69,5808
15592,901	2472	33X	517143,0863	8550065,387	121,472	2270	190,68	-69,208
15599,058	2473	33X	517141,0084	8550059,592	121,5214	2275	191,1	-69,5786
15605,071	2474	33X	517138,9779	8550053,932	122,3232	2280	191,52	-69,1968
